NEWID,SEQNO,INTERI,ALCNO,ADLTCLOX,ADLT_LOX,CHLDCLOX,CHLD_LOX,CLOGFTX,CLOGFTX_,QYEAR
04820163,4,,0,250,D,150,D,0,D,20221
04820213,12,,0,100,D,50,D,0,D,20221
04820223,3,,0,0,D,,A,0,D,20221
04820233,6,,0,450,D,,A,251,D,20221
04820253,1,,0,30,D,,A,150,D,20221
04820323,1,,0,0,D,0,D,0,D,20221
04820343,1,,0,500,D,,A,100,D,20221
04820363,6,,0,200,D,,A,100,D,20221
04820373,1,,0,0,D,0,D,0,D,20221
04820393,2,,0,2000,D,1000,D,1000,D,20221
04820403,3,,0,50,D,,A,50,D,20221
04820433,3,,0,285,D,,A,0,D,20221
04820443,1,,0,750,D,,A,0,D,20221
04820473,1,,0,0,D,100,D,0,D,20221
04820513,1,,0,0,D,,A,0,D,20221
04820573,1,,0,0,D,,A,0,D,20221
04820603,2,,0,100,D,,A,0,D,20221
04820643,2,,0,0,D,,A,0,D,20221
04820673,1,,0,0,D,300,D,0,D,20221
04820713,3,,0,650,D,,A,0,D,20221
04820723,3,,0,23,D,,A,0,D,20221
04820733,5,,0,250,D,400,D,0,D,20221
04820753,5,,0,200,D,,A,300,D,20221
04820763,2,,0,125,D,200,D,1000,D,20221
04820773,2,,0,0,D,160,D,0,D,20221
04820783,1,,0,100,D,,A,0,D,20221
04820843,2,,0,40,D,40,D,0,D,20221
04820873,1,,0,20,D,,A,0,D,20221
04820883,1,,0,0,D,,A,0,D,20221
04820893,1,,0,40,D,500,D,0,D,20221
04820903,1,,0,0,D,,A,0,D,20221
04820943,2,,0,200,D,,A,0,D,20221
04821003,1,,0,0,D,,A,50,D,20221
04821053,4,,0,200,D,200,D,0,D,20221
04821063,1,,0,0,D,0,D,200,D,20221
04821093,6,,0,0,D,,A,0,D,20221
04821103,1,,0,120,D,,A,0,D,20221
04821113,1,,0,400,D,,A,0,D,20221
04821193,4,,0,300,D,500,D,0,D,20221
04821223,2,,0,100,D,,A,0,D,20221
04821233,1,,0,0,D,,A,0,D,20221
04821253,1,,0,0,D,,A,0,D,20221
04821273,1,,0,100,D,,A,100,D,20221
04821284,3,,0,0,D,100,D,400,D,20221
04821293,1,,0,50,D,,A,0,D,20221
04821363,2,,0,100,D,0,D,60,D,20221
04821373,1,,0,0,D,,A,0,D,20221
04821433,3,,0,0,D,,A,0,D,20221
04821453,1,,0,120,D,,A,0,D,20221
04821473,7,,0,500,D,500,D,0,D,20221
04821483,1,,0,0,D,,A,0,D,20221
04821493,1,,0,0,D,100,D,0,D,20221
04821533,1,,0,200,D,210,D,0,D,20221
04821563,1,,0,0,D,0,D,0,D,20221
04821583,2,,0,12,D,,A,500,D,20221
04821743,2,,0,0,D,,A,200,D,20221
04821793,1,,0,50,D,,A,0,D,20221
04821803,1,,0,300,D,50,D,50,D,20221
04821813,1,,0,50,D,,A,0,D,20221
04821863,4,,0,300,D,400,D,0,D,20221
04821873,2,,0,0,D,,A,0,D,20221
04821883,1,,0,500,D,,A,260,D,20221
04821913,1,,0,100,D,,A,0,D,20221
04821923,1,,0,0,D,,A,0,D,20221
04821933,3,,0,50,D,400,D,500,D,20221
04821973,7,,0,1160,D,400,D,0,D,20221
04821983,1,,0,100,D,,A,0,D,20221
04821993,2,,0,200,D,,A,200,D,20221
04822033,6,,0,125,D,,A,338,D,20221
04822053,1,,0,0,D,200,D,0,D,20221
04822063,1,,0,0,D,,A,0,D,20221
04822074,3,,0,500,D,,A,0,D,20221
04822103,1,,0,0,D,,A,0,D,20221
04822133,1,,0,0,D,,A,0,D,20221
04822143,2,,0,0,D,,A,0,D,20221
04822153,2,,0,0,D,,A,0,D,20221
04822193,2,,0,200,D,,A,0,D,20221
04822213,6,,0,200,D,150,D,0,D,20221
04822263,2,,0,100,D,,A,100,D,20221
04822313,1,,0,450,D,,A,0,D,20221
04822353,2,,0,1000,D,2000,D,0,D,20221
04822403,1,,0,0,D,0,D,0,D,20221
04822423,4,,0,300,D,400,D,0,D,20221
04822463,2,,0,0,D,0,D,0,D,20221
04822503,3,,0,0,D,,A,0,D,20221
04822573,1,,0,150,D,,A,0,D,20221
04822583,1,,0,200,D,,A,25,D,20221
04822593,2,,0,250,D,,A,0,D,20221
04822623,1,,0,0,D,,A,0,D,20221
04822633,1,,0,60,D,0,D,0,D,20221
04822683,1,,0,0,D,0,D,0,D,20221
04822713,5,,0,600,D,200,D,150,D,20221
04822733,3,,0,300,D,300,D,0,D,20221
04822763,3,,0,500,D,350,D,1000,D,20221
04822783,1,,0,0,D,,A,0,D,20221
04822803,1,,0,500,D,,A,1500,D,20221
04822853,2,,0,200,D,,A,150,D,20221
04822863,3,,0,77,D,,A,0,D,20221
04822893,1,,0,200,D,,A,0,D,20221
04822903,5,,0,0,D,,A,50,D,20221
04822933,2,,0,0,D,225,D,0,D,20221
04822963,3,,0,31,D,,A,0,D,20221
04822993,2,,0,100,D,100,D,0,D,20221
04823003,1,,0,300,D,300,D,0,D,20221
04823023,3,,0,0,D,60,D,40,D,20221
04823043,1,,0,0,D,,A,0,D,20221
04823053,1,,0,300,D,,A,0,D,20221
04823073,2,,0,0,D,,A,112,D,20221
04823083,2,,0,1000,D,,A,200,D,20221
04823093,1,,0,120,D,,A,0,D,20221
04823173,4,,0,200,D,50,D,130,D,20221
04823183,1,,0,20,D,150,D,0,D,20221
04823193,3,,0,300,D,,A,0,D,20221
04823213,2,,0,800,D,800,D,0,D,20221
04823233,1,,0,0,D,,A,0,D,20221
04823253,1,,0,0,D,0,D,0,D,20221
04823263,5,,0,150,D,,A,0,D,20221
04823273,1,,0,0,D,100,D,0,D,20221
04823283,2,,0,0,D,0,D,0,D,20221
04823303,3,,0,1000,D,,A,300,D,20221
04823343,1,,0,0,D,,A,0,D,20221
04823363,1,,0,250,D,90,D,0,D,20221
04823383,2,,0,300,D,,A,0,D,20221
04823393,4,,0,400,D,,A,600,D,20221
04823413,6,,0,900,D,,A,0,D,20221
04823473,3,,0,60,D,,A,0,D,20221
04823523,1,,0,300,D,,A,0,D,20221
04823533,1,,0,750,D,500,D,300,D,20221
04823543,2,,0,150,D,0,D,150,D,20221
04823553,2,,0,100,D,,A,100,D,20221
04823563,1,,0,1500,D,1000,D,2500,D,20221
04823583,1,,0,200,D,,A,100,D,20221
04823593,2,,0,0,D,1200,D,0,D,20221
04823633,6,,0,350,D,,A,0,D,20221
04823653,2,,0,245,D,,A,80,D,20221
04823663,2,,0,50,D,50,D,25,D,20221
04823673,1,,0,400,D,,A,0,D,20221
04823713,1,,0,50,D,,A,0,D,20221
04823743,3,,0,500,D,,A,0,D,20221
04823753,2,,0,0,D,,A,0,D,20221
04823763,3,,0,380,D,,A,80,D,20221
04823823,1,,0,100,D,,A,300,D,20221
04823833,4,,0,300,D,20,D,80,D,20221
04823864,1,,0,0,D,,A,0,D,20221
04823873,3,,0,150,D,,A,0,D,20221
04823883,1,,0,400,D,,A,300,D,20221
04823893,5,,0,75,D,,A,100,D,20221
04823923,3,,0,100,D,,A,0,D,20221
04824003,1,,0,0,D,,A,0,D,20221
04824093,1,,0,0,D,,A,0,D,20221
04824153,1,,0,400,D,400,D,0,D,20221
04824243,1,,0,1000,D,,A,500,D,20221
04824253,1,,0,100,D,150,D,200,D,20221
04824263,1,,0,400,D,140,D,0,D,20221
04824273,3,,0,150,D,,A,130,D,20221
04824283,2,,0,175,D,,A,0,D,20221
04824303,1,,0,0,D,,A,0,D,20221
04824343,6,,0,100,D,,A,150,D,20221
04824373,3,,0,200,D,,A,0,D,20221
04824403,1,,0,100,D,,A,0,D,20221
04824463,1,,0,0,D,400,D,0,D,20221
04824473,1,,0,1000,D,,A,0,D,20221
04824493,1,,0,700,D,,A,475,D,20221
04824593,4,,0,200,D,,A,80,D,20221
04824603,5,,0,480,D,,A,50,D,20221
04824623,1,,0,0,D,0,D,0,D,20221
04824633,4,,0,40,D,,A,200,D,20221
04824663,2,,0,281,D,,A,600,D,20221
04824673,6,,0,70,D,,A,120,D,20221
04824693,3,,0,250,D,150,D,0,D,20221
04824703,1,,0,500,D,,A,0,D,20221
04824743,1,,0,75,D,,A,125,D,20221
04824793,7,,0,400,D,300,D,0,D,20221
04824853,1,,0,100,D,1000,D,0,D,20221
04824873,2,,0,0,D,0,D,0,D,20221
04824903,4,,0,250,D,,A,200,D,20221
04824923,1,,0,500,D,,A,0,D,20221
04824933,1,,0,0,D,,A,0,D,20221
04824953,2,,0,200,D,50,D,0,D,20221
04824993,8,,0,300,D,,A,300,D,20221
04825003,1,,0,0,D,,A,0,D,20221
04825143,1,,0,170,D,,A,0,D,20221
04825193,9,,0,50,F,300,F,150,D,20221
04825203,3,,0,350,D,50,D,0,D,20221
04825223,3,,0,650,D,,A,500,D,20221
04825233,2,,0,0,D,0,D,0,D,20221
04825253,5,,0,0,D,900,D,0,D,20221
04825263,4,,0,300,D,,A,0,D,20221
04825293,1,,0,200,D,,A,0,D,20221
04825363,3,,0,300,D,,A,700,D,20221
04825433,9,,0,30,D,,A,35,D,20221
04825443,1,,0,0,D,,A,0,D,20221
04825453,3,,0,0,D,0,D,0,D,20221
04825473,1,,0,250,D,,A,500,D,20221
04825483,1,,0,0,D,0,D,0,D,20221
04825583,4,,0,300,D,165,D,0,D,20221
04825603,5,,0,204,D,,A,0,D,20221
04825613,1,,0,44,D,,A,0,D,20221
04825633,4,,0,600,D,500,D,0,D,20221
04825653,1,,0,60,D,,A,0,D,20221
04825693,1,,0,0,D,,A,250,D,20221
04825723,2,,0,0,D,,A,150,D,20221
04825733,1,,0,125,D,,A,0,D,20221
04825743,2,,0,0,D,,A,0,D,20221
04825793,3,,0,0,D,,A,0,D,20221
04825823,3,,0,200,D,150,D,75,D,20221
04825833,1,,0,200,D,300,F,0,D,20221
04825843,5,,0,500,D,800,D,0,D,20221
04825873,1,,0,260,D,,A,150,D,20221
04825923,1,,0,200,D,200,D,0,D,20221
04825933,2,,0,0,D,,A,0,D,20221
04825943,1,,0,0,D,,A,0,D,20221
04825954,1,,0,0,D,350,D,0,D,20221
04825983,1,,0,0,D,,A,0,D,20221
04826013,1,,0,0,D,,A,0,D,20221
04826033,3,,0,200,D,,A,40,D,20221
04826063,4,,0,0,D,0,D,0,D,20221
04826083,1,,0,0,D,,A,0,D,20221
04826093,2,,0,0,D,,A,0,D,20221
04826123,3,,0,200,D,200,D,0,D,20221
04826133,1,,0,150,D,,A,100,D,20221
04826143,2,,0,150,D,,A,0,D,20221
04826183,3,,0,125,D,,A,0,D,20221
04826243,1,,0,100,D,,A,0,D,20221
04826283,1,,0,215,D,,A,0,D,20221
04826293,3,,0,400,D,100,D,0,D,20221
04826363,2,,0,0,D,,A,0,D,20221
04826393,1,,0,50,D,,A,0,D,20221
04826413,1,,0,180,D,,A,0,D,20221
04826493,2,,0,200,D,,A,1500,D,20221
04826513,1,,0,40,D,,A,0,D,20221
04826543,4,,0,200,D,400,D,0,D,20221
04826563,2,,0,100,D,250,D,0,D,20221
04826573,5,,0,600,D,,A,0,D,20221
04826613,4,,0,20,D,,A,0,D,20221
04826703,2,,0,300,D,,A,0,D,20221
04826793,2,,0,500,D,,A,0,D,20221
04826833,1,,0,0,D,,A,0,D,20221
04826843,1,,0,500,D,250,D,250,D,20221
04826923,4,,0,78,D,,A,0,D,20221
04826953,1,,0,200,D,,A,300,D,20221
04826973,4,,0,2620,D,,A,0,D,20221
04826993,3,,0,30,D,,A,100,D,20221
04827043,1,,0,0,D,,A,0,D,20221
04827083,2,,0,40,D,,A,0,D,20221
04827143,1,,0,0,D,,A,0,D,20221
04827193,1,,0,300,D,,A,0,D,20221
04827233,4,,0,0,D,283,D,0,D,20221
04827243,1,,0,0,D,,A,0,D,20221
04827263,3,,0,250,D,,A,0,D,20221
04827273,3,,0,0,D,,A,0,D,20221
04827283,5,,0,380,D,,A,1100,D,20221
04827303,1,,0,200,D,300,D,0,D,20221
04827323,1,,0,300,D,300,D,0,D,20221
04827333,3,,0,200,D,,A,0,D,20221
04827353,1,,0,1100,D,,A,200,D,20221
04827393,1,,0,400,D,,A,0,D,20221
04827403,1,,0,0,D,,A,0,D,20221
04827413,3,,0,150,D,120,D,75,D,20221
04827493,1,,0,80,D,,A,0,D,20221
04827513,1,,0,50,D,,A,0,D,20221
04827553,1,,0,0,D,0,D,300,D,20221
04827573,1,,0,150,D,,A,0,D,20221
04827583,1,,0,800,D,,A,0,D,20221
04827603,3,,0,300,D,,A,30,D,20221
04827613,3,,0,150,D,,A,200,D,20221
04827683,2,,0,200,D,50,D,60,D,20221
04827713,1,,0,70,D,,A,45,D,20221
04827723,2,,0,150,D,300,D,0,D,20221
04827763,3,,0,0,D,,A,0,D,20221
04827783,1,,0,80,D,,A,0,D,20221
04827873,3,,0,200,D,,A,0,D,20221
04827903,1,,0,0,D,,A,0,D,20221
04827923,5,,0,427,D,,A,0,D,20221
04827943,2,,0,660,D,,A,0,D,20221
04828013,3,,0,0,D,,A,0,D,20221
04828033,1,,0,500,D,,A,40,D,20221
04828113,1,,0,200,D,1000,D,0,D,20221
04828223,7,,0,300,D,,A,120,D,20221
04828263,2,,0,200,D,,A,0,D,20221
04828273,7,,0,800,D,,A,300,D,20221
04828313,1,,0,0,D,50,D,0,D,20221
04828323,2,,0,1000,D,1000,D,0,D,20221
04828393,8,,0,300,D,1000,D,0,D,20221
04828403,4,,0,0,D,,A,0,D,20221
04828413,1,,0,0,D,,A,0,D,20221
04828473,1,,0,0,D,100,D,0,D,20221
04828493,1,,0,30,D,,A,0,D,20221
04828513,1,,0,300,D,500,D,0,D,20221
04828553,1,,0,0,D,0,D,0,D,20221
04828563,8,,0,500,D,,A,160,D,20221
04828573,6,,0,2100,D,,A,776,D,20221
04828603,1,,0,50,D,50,D,0,D,20221
04828653,5,,0,350,D,,A,100,D,20221
04828683,2,,0,1915,D,,A,0,D,20221
04828703,1,,0,300,D,,A,200,D,20221
04828723,1,,0,0,D,,A,0,D,20221
04828733,3,,0,200,D,,A,300,D,20221
04828743,2,,0,700,D,,A,0,D,20221
04828783,2,,0,500,D,,A,180,D,20221
04828803,1,,0,150,D,,A,50,D,20221
04828883,1,,0,300,D,,A,400,D,20221
04828893,1,,0,0,D,,A,50,D,20221
04828903,1,,0,0,D,,A,0,D,20221
04828933,3,,0,200,D,,A,125,D,20221
04828953,4,,0,300,D,,A,150,D,20221
04828973,1,,0,0,D,,A,432,D,20221
04828993,1,,0,125,D,,A,0,D,20221
04829023,1,,0,400,D,,A,100,D,20221
04829063,6,,0,1000,D,,A,1000,D,20221
04829093,1,,0,0,D,,A,0,D,20221
04829103,5,,0,0,D,,A,0,D,20221
04829123,1,,0,0,D,,A,0,D,20221
04829133,1,,0,250,D,,A,800,D,20221
04829143,3,,0,139,D,0,D,0,D,20221
04829153,1,,0,50,D,50,D,200,D,20221
04829163,1,,0,0,D,0,D,0,D,20221
04829193,3,,0,150,D,,A,0,D,20221
04829214,1,,0,0,D,,A,0,D,20221
04829243,4,,0,350,D,0,D,200,D,20221
04829253,3,,0,0,D,,A,0,D,20221
04829273,2,,0,0,D,,A,0,D,20221
04829313,2,,0,150,D,,A,100,D,20221
04829373,1,,0,0,D,,A,1000,D,20221
04829393,1,,0,700,D,,A,0,D,20221
04829403,2,,0,270,D,,A,280,D,20221
04829433,2,,0,200,D,,A,0,D,20221
04829443,3,,0,100,D,,A,200,D,20221
04829493,2,,0,400,D,,A,0,D,20221
04829504,3,,0,75,D,15,D,0,D,20221
04829513,1,,0,0,D,100,D,0,D,20221
04829523,4,,0,300,D,,A,150,D,20221
04829533,1,,0,150,D,0,D,0,D,20221
04829593,1,,0,300,D,,A,800,D,20221
04829603,1,,0,45,D,,A,12,D,20221
04829623,2,,0,200,D,,A,0,D,20221
04829633,1,,0,100,D,,A,0,D,20221
04829713,1,,0,0,D,,A,0,D,20221
04829803,3,,0,0,D,,A,500,D,20221
04829823,1,,0,106,D,,A,0,D,20221
04829843,4,,0,300,D,300,D,0,D,20221
04829853,3,,0,300,D,,A,250,D,20221
04829873,1,,0,0,D,,A,0,D,20221
04829893,2,,0,0,D,,A,0,D,20221
04829903,2,,0,0,D,,A,0,D,20221
04829913,4,,0,3000,D,1600,D,1000,D,20221
04829923,3,,0,0,D,,A,0,D,20221
04829933,1,,0,200,D,,A,0,D,20221
04829943,1,,0,0,D,0,D,0,D,20221
04829963,1,,0,50,D,,A,0,D,20221
04829983,1,,0,1000,D,,A,0,D,20221
04829993,1,,0,150,D,150,D,0,D,20221
04830003,1,,0,50,D,150,D,30,D,20221
04830033,1,,0,0,D,,A,0,D,20221
04830103,4,,0,300,D,2000,D,300,D,20221
04830143,1,,0,0,D,0,D,0,D,20221
04830183,1,,0,0,D,,A,0,D,20221
04830203,4,,0,0,D,1000,D,0,D,20221
04830233,1,,0,140,D,,A,0,D,20221
04830253,3,,0,150,D,750,D,0,D,20221
04830353,4,,0,240,D,340,D,72,D,20221
04830363,1,,0,300,D,,A,0,D,20221
04830373,1,,0,0,D,,A,0,D,20221
04830383,4,,0,233,D,,A,0,D,20221
04830393,1,,0,0,D,,A,0,D,20221
04830403,2,,0,0,D,,A,0,D,20221
04830413,3,,0,700,D,,A,500,D,20221
04830423,5,,0,200,D,250,D,0,D,20221
04830433,1,,0,0,D,,A,2000,D,20221
04830463,1,,0,0,D,,A,0,D,20221
04830483,1,,0,500,D,500,D,0,D,20221
04830493,1,,0,200,D,400,D,0,D,20221
04830573,1,,0,89,D,,A,0,D,20221
04830643,1,,0,0,D,,A,0,D,20221
04830683,1,,0,20,D,,A,1800,D,20221
04830713,3,,0,100,D,200,D,0,D,20221
04830733,3,,0,580,D,,A,100,D,20221
04830793,1,,0,100,D,,A,0,D,20221
04830833,2,,0,300,D,100,D,0,D,20221
04830893,1,,0,0,D,300,D,100,D,20221
04830913,4,,0,500,D,,A,0,D,20221
04830973,3,,0,0,D,0,D,0,D,20221
04830993,4,,0,150,D,0,D,0,D,20221
04831053,5,,0,750,D,,A,500,D,20221
04831093,1,,0,0,D,,A,0,D,20221
04831113,2,,0,150,D,,A,0,D,20221
04831153,1,,0,200,D,100,D,0,D,20221
04831163,2,,0,25,D,,A,0,D,20221
04831173,1,,0,0,D,,A,0,D,20221
04831223,2,,0,100,D,,A,300,D,20221
04831243,1,,0,500,D,,A,0,D,20221
04831253,4,,0,800,D,,A,0,D,20221
04831263,4,,0,500,D,,A,500,D,20221
04831313,1,,0,500,D,,A,200,D,20221
04831433,3,,0,1900,D,,A,0,D,20221
04831473,1,,0,300,F,,A,0,D,20221
04831483,3,,0,50,D,,A,0,D,20221
04831513,2,,0,500,D,,A,400,D,20221
04831533,1,,0,20,D,,A,0,D,20221
04831553,1,,0,0,D,,A,0,D,20221
04831563,1,,0,70,D,,A,0,D,20221
04831603,3,,0,33,D,,A,0,D,20221
04831663,7,,0,182,D,,A,294,D,20221
04831683,1,,0,0,D,,A,0,D,20221
04831693,1,,0,0,D,,A,0,D,20221
04831703,3,,0,50,D,,A,0,D,20221
04831733,1,,0,0,D,,A,0,D,20221
04831763,8,,0,1000,D,200,D,0,D,20221
04831773,1,,0,0,D,,A,0,D,20221
04831783,2,,0,100,D,,A,0,D,20221
04831793,1,,0,40,D,,A,0,D,20221
04831833,3,,0,115,D,,A,152,D,20221
04831843,1,,0,19,D,,A,0,D,20221
04831853,5,,0,972,D,,A,0,D,20221
04831873,1,,0,0,D,200,D,0,D,20221
04831983,2,,0,2000,D,,A,0,D,20221
04832043,2,,0,50,D,0,D,0,D,20221
04832183,4,,0,434,D,217,D,150,D,20221
04832203,1,,0,0,D,,A,0,D,20221
04832253,1,,0,180,D,,A,150,D,20221
04832313,1,,0,500,D,1000,D,300,D,20221
04832323,2,,0,0,D,,A,0,D,20221
04832343,2,,0,250,D,0,D,0,D,20221
04832353,2,,0,400,D,,A,0,D,20221
04832363,2,,0,20,D,,A,0,D,20221
04832423,4,,0,100,D,,A,0,D,20221
04832443,4,,0,250,D,250,D,150,D,20221
04832453,2,,0,24,D,,A,0,D,20221
04832463,1,,0,100,D,400,D,0,D,20221
04832473,1,,0,0,D,,A,0,D,20221
04832504,2,,0,275,D,,A,500,D,20221
04832523,1,,0,0,D,0,D,0,D,20221
04832563,5,,0,1200,D,,A,0,D,20221
04832583,1,,0,36,F,,A,150,F,20221
04832593,3,,0,100,D,300,D,0,D,20221
04832643,1,,0,0,D,0,D,0,D,20221
04832693,3,,0,60,D,,A,0,D,20221
04832703,12,,0,500,D,,A,0,D,20221
04832723,7,,0,300,D,300,D,0,D,20221
04832733,1,,0,60,D,,A,0,D,20221
04832783,1,,0,300,D,,A,0,D,20221
04832813,8,,0,225,D,75,D,250,D,20221
04832883,3,,0,300,D,,A,350,D,20221
04832903,8,,0,600,D,400,D,0,D,20221
04832913,2,,0,0,D,,A,0,D,20221
04832923,1,,0,350,D,,A,0,D,20221
04832953,3,,0,1000,D,,A,750,D,20221
04832973,1,,0,300,D,,A,0,D,20221
04832983,2,,0,200,D,,A,400,D,20221
04833023,3,,0,100,D,,A,70,D,20221
04833033,2,,0,450,D,,A,100,D,20221
04833043,2,,0,0,D,135,D,0,D,20221
04833103,2,,0,2000,D,,A,500,D,20221
04833123,2,,0,110,D,350,D,0,D,20221
04833133,1,,0,200,D,,A,2000,D,20221
04833173,3,,0,600,D,,A,0,D,20221
04833223,2,,0,0,D,,A,0,D,20221
04833233,4,,0,300,D,300,D,150,D,20221
04833243,2,,0,300,D,,A,13,F,20221
04833283,2,,0,350,D,,A,0,D,20221
04833293,1,,0,60,D,,A,65,D,20221
04833363,3,,0,300,D,150,D,200,D,20221
04833383,5,,0,75,D,,A,0,D,20221
04833423,9,,0,60,D,,A,0,D,20221
04833433,1,,0,0,D,,A,100,D,20221
04833443,2,,0,300,D,,A,0,D,20221
04833513,1,,0,600,D,1200,D,150,D,20221
04833523,1,,0,100,D,100,D,0,D,20221
04833553,1,,0,0,D,,A,0,D,20221
04833563,4,,0,400,F,600,F,0,D,20221
04833583,3,,0,35,D,100,D,0,D,20221
04833603,5,,0,50,D,25,D,0,D,20221
04833653,1,,0,120,D,300,D,0,D,20221
04833673,3,,0,300,D,500,D,800,D,20221
04833683,1,,0,0,D,,A,0,D,20221
04833713,1,,0,0,D,,A,0,D,20221
04833723,1,,0,0,D,,A,25,D,20221
04833763,1,,0,300,D,,A,0,D,20221
04833793,1,,0,0,D,,A,0,D,20221
04833803,3,,0,0,D,,A,33,D,20221
04833823,1,,0,30,D,,A,0,D,20221
04833833,2,,0,0,D,,A,600,D,20221
04833853,1,,0,400,F,,A,0,D,20221
04833863,2,,0,0,D,,A,0,D,20221
04833873,2,,0,100,D,,A,0,D,20221
04833883,1,,0,0,D,,A,0,D,20221
04833983,4,,0,500,D,150,D,0,D,20221
04834063,1,,0,200,D,,A,0,D,20221
04834083,1,,0,450,D,,A,0,D,20221
04834113,2,,0,200,D,,A,0,D,20221
04834173,2,,0,0,D,,A,0,D,20221
04834213,2,,0,500,D,500,D,0,D,20221
04834243,1,,0,25,D,,A,0,D,20221
04834303,4,,0,66,D,,A,0,D,20221
04834353,5,,0,2000,D,3000,D,0,D,20221
04834393,1,,0,0,D,,A,0,D,20221
04834403,2,,0,110,D,320,D,200,D,20221
04834413,1,,0,500,D,1200,D,0,D,20221
04834433,2,,0,0,D,,A,0,D,20221
04834453,1,,0,150,D,150,D,0,D,20221
04834463,1,,0,300,D,,A,0,D,20221
04834483,1,,0,50,D,,A,20,D,20221
04834493,1,,0,75,D,,A,0,D,20221
04834503,4,,0,250,D,150,D,500,D,20221
04834523,2,,0,80,D,,A,0,D,20221
04834533,1,,0,0,D,,A,0,D,20221
04834603,5,,0,270,D,225,D,0,D,20221
04834693,6,,0,100,D,100,D,300,D,20221
04834783,3,,0,300,D,,A,100,D,20221
04834803,1,,0,175,D,200,D,90,D,20221
04834823,3,,0,0,D,,A,50,D,20221
04834873,7,,0,400,D,120,D,500,D,20221
04834923,1,,0,0,D,,A,0,D,20221
04834933,4,,0,0,D,,A,0,D,20221
04834943,4,,0,40,D,,A,70,D,20221
04834963,1,,0,0,D,,A,30,D,20221
04834973,1,,0,70,D,,A,300,D,20221
04834983,1,,0,150,D,,A,250,D,20221
04835043,2,,0,200,D,,A,0,D,20221
04835103,2,,0,80,D,,A,150,D,20221
04835133,1,,0,42,D,,A,0,D,20221
04835173,1,,0,1000,D,,A,0,D,20221
04835183,2,,0,150,D,,A,0,D,20221
04835213,1,,0,500,D,,A,0,D,20221
04835253,1,,0,0,D,,A,0,D,20221
04835263,2,,0,0,D,150,D,0,D,20221
04835273,5,,0,0,D,,A,0,D,20221
04835283,1,,0,200,D,150,D,0,D,20221
04835293,1,,0,0,D,,A,0,D,20221
04835333,11,,0,200,D,,A,0,D,20221
04835383,1,,0,0,D,,A,400,D,20221
04835403,4,,0,0,D,,A,0,D,20221
04835423,1,,0,250,D,,A,0,D,20221
04835453,8,,0,800,D,,A,300,D,20221
04835483,2,,0,0,D,0,D,500,D,20221
04835513,1,,0,0,D,,A,0,D,20221
04835523,1,,0,0,D,0,D,0,D,20221
04835533,7,,0,500,D,,A,200,D,20221
04835573,5,,0,80,D,100,D,0,D,20221
04835583,2,,0,0,D,280,D,0,D,20221
04835603,1,,0,0,D,0,D,0,D,20221
04835613,1,,0,0,D,,A,0,D,20221
04835643,1,,0,100,D,100,D,0,D,20221
04835653,9,,0,469,D,355,D,32,D,20221
04835663,1,,0,100,F,,A,100,F,20221
04835673,1,,0,0,D,0,D,0,D,20221
04835713,5,,0,125,D,,A,0,D,20221
04835753,6,,0,150,D,,A,300,D,20221
04835793,6,,0,175,D,100,D,300,D,20221
04835853,1,,0,0,D,,A,0,D,20221
04835863,5,,0,750,D,,A,173,D,20221
04835893,9,,0,600,D,,A,50,D,20221
04835933,1,,0,0,D,0,D,0,D,20221
04835973,1,,0,3000,D,,A,1000,D,20221
04836023,5,,0,0,D,,A,0,D,20221
04836043,4,,0,54,D,,A,399,D,20221
04836053,1,,0,0,D,,A,0,D,20221
04836103,5,,0,150,D,,A,300,D,20221
04836143,2,,0,200,D,,A,100,D,20221
04836163,4,,0,77,D,,A,0,D,20221
04836173,2,,0,35,D,,A,0,D,20221
04836193,4,,0,300,D,,A,0,D,20221
04836203,1,,0,200,D,,A,0,D,20221
04836223,3,,0,200,D,300,D,0,D,20221
04836253,1,,0,200,D,,A,100,D,20221
04836323,1,,0,300,D,,A,300,D,20221
04836333,1,,0,0,D,,A,0,D,20221
04836363,1,,0,0,D,,A,0,D,20221
04836383,2,,0,350,D,,A,258,D,20221
04836423,1,,0,300,D,,A,0,D,20221
04836453,1,,0,0,D,,A,0,D,20221
04836593,2,,0,50,D,120,D,0,D,20221
04836613,3,,0,100,D,,A,100,D,20221
04836663,1,,0,0,D,,A,0,D,20221
04836703,1,,0,150,D,,A,150,D,20221
04836723,1,,0,200,D,,A,0,D,20221
04836743,4,,0,75,D,,A,45,D,20221
04836773,2,,0,0,D,,A,0,D,20221
04836803,10,,0,1872,D,1300,D,0,D,20221
04836813,2,,0,200,D,,A,400,D,20221
04836833,2,,0,600,D,,A,500,D,20221
04836893,2,,0,1000,F,500,F,2400,F,20221
04836923,4,,0,260,D,,A,80,D,20221
04836943,2,,0,0,D,,A,10,D,20221
04836963,2,,0,30,D,,A,0,D,20221
04836993,4,,0,200,D,450,D,0,D,20221
04837023,1,,0,0,D,,A,200,D,20221
04837063,1,,0,20,D,,A,0,D,20221
04837083,3,,0,300,D,400,D,150,F,20221
04837123,1,,0,0,D,,A,200,D,20221
04837163,5,,0,0,D,,A,0,D,20221
04837193,3,,0,0,D,0,D,0,D,20221
04837203,1,,0,0,D,,A,200,D,20221
04837223,1,,0,150,D,,A,150,D,20221
